DOWLKNUM,ACCESS.avg.ann.gdd,GFDL.avg.ann.gdd,IPSL.avg.ann.gdd,MIROC5.avg.ann.gdd,MRI.avg.ann.gdd,UTMX,UTMY,LON,LAT
1020400,1979.0738262532852,1832.8356019723049,1983.3651569743347,2066.681663069809,1813.1625615087269,438034.8405,5131543.537,-93.80511788,46.33463285
2000400,2389.3584527571716,2214.155017167874,2390.365072475829,2519.8480446360318,2212.039580779235,495368.9805,5003213.13,-93.05894518,45.18238548
2000600,2509.1959406267342,2328.9255913825828,2513.7065378344023,2651.23216298325,2325.4273539344645,494460.8242,5001105.981,-93.0704811,45.16341112
2000900,2528.8237609404864,2353.0507331998015,2534.6374370753515,2672.827701504807,2354.6436302556936,492229.7453,4999887.982,-93.0988506,45.15242605
2001600,2391.4865464087625,2217.4415035590973,2392.985068988947,2521.797632523395,2216.5212147553025,496619.9032,5011821.59,-93.0430815,45.25988228
2002600,2375.4474833232744,2201.6024154308193,2372.8041464566636,2498.83803337662,2191.262716400121,491522.891,5022022.941,-93.10822069,45.35166602
2004200,2229.772497942593,2053.747580080611,2224.0395291763384,2342.3093981176785,2047.898356647604,486945.324,5016905.783,-93.16652372,45.30553427
2005300,2292.7874865705994,2113.719568706034,2293.892954690005,2413.3525981461553,2109.5725464626717,482559.9597,5011560.083,-93.22227451,45.25732016
2008400,2449.1598291467885,2268.698210085736,2446.0218563163794,2579.01440921217,2261.8070104837834,473061.835,5006368.734,-93.34304572,45.21029104
2009100,2181.53752667213,2010.4942205775776,2175.4949604057456,2290.460689233568,2000.4140001656824,473692.683,5022636.811,-93.33587526,45.35674912
3001000,1899.3248412045305,1763.0594682279152,1905.3216448210376,1996.3441596025348,1743.67177017041,327229.8412,5201583.145,-95.27024892,46.94526301
3003000,1891.5713347587796,1752.0621308880727,1896.4898455276611,1991.6348953945624,1729.084668783368,327775.1165,5215532.625,-95.26839627,47.07083444
3009600,1780.4160853506548,1644.4788147575464,1779.3792231323573,1868.0255285331195,1632.149438372738,322503.4943,5216279.375,-95.33806492,47.07615281
3010200,1938.7894158467047,1806.5297883547971,1942.019675074448,2040.323895632774,1790.391439154182,313777.5079,5202079.708,-95.44706092,46.94608733
3020000,1982.984150135856,1848.2949719107548,1987.8286176672464,2091.3111709928453,1826.9803676024503,298414.3905,5199244.742,-95.64747105,46.91611241
3024101,1845.7276197661847,1701.8067047496747,1839.6259659574869,1930.988507137648,1688.9037305167717,296242.9178,5197828.385,-95.67532382,46.9027179
3024102,1845.7276197661847,1701.8067047496747,1839.6259659574869,1930.988507137648,1688.9037305167717,296543.155,5201305.688,-95.6729412,46.93406772
3024200,1774.9011639160362,1644.3676151003306,1777.4457438491384,1862.1875853113568,1628.699796723732,298107.1178,5205752.9,-95.65439444,46.97452214
3036600,1950.2039120435684,1818.9000686985053,1957.7757233189163,2061.1262734531183,1801.7649074219296,284116.8788,5182282.733,-95.82700329,46.7591635
3040000,2040.038595204953,1910.1229758870868,2050.3270570368604,2155.4654332975933,1892.3902424257544,280140.3082,5191411.143,-95.8833933,46.83990926
3048900,1949.630162036101,1822.5469706096137,1959.534596430724,2058.2784111870137,1804.6483229918083,275699.0777,5181987.08,-95.9369453,46.75373175
4003200,1993.637396800839,1861.2376558499952,2012.5117572456445,2099.3098195493926,1847.3213803192189,385138.8669,5268671.869,-94.52690228,47.5612984
4003400,1932.827068072871,1793.4742326329726,1956.6046743425836,2038.8952237850424,1786.30201691633,386027.8351,5277152.948,-94.51729355,47.63773954
4019800,1972.2286654236084,1836.66837279879,1989.4486686489145,2072.532730172587,1826.4762533116268,355105.7154,5283645.935,-94.93089252,47.68994727
5001300,2335.421446717844,2164.3188663959018,2338.6577148726983,2451.5693879332252,2153.881491229111,409065.841,5064907.184,-94.16873649,45.73174306
6000100,2413.704438519131,2232.2532234349683,2430.812235827667,2520.9568072739353,2251.4976881464427,252568.7582,5009559.924,-96.15015212,45.19606714
6000200,2359.0704639124483,2189.547837961483,2376.445700514951,2468.7031048147815,2199.874164739263,254132.2222,5027166.37,-96.13899794,45.3548609
7004400,2521.7780225571973,2321.1275288938787,2508.8024186474895,2643.3925732570137,2333.4840725537415,435926.3612,4893233.802,-93.80173666,44.18950702
7004700,2522.3030862815262,2320.297131790428,2506.754792308385,2638.2139027472676,2327.974692725002,430489.1567,4898142.713,-93.87041415,44.23320001
7005300,2572.752711484578,2370.477183161827,2559.617543477518,2694.2932642583996,2378.729504146633,434827.4838,4896424.197,-93.81588158,44.21813051
7005400,2455.9226429309656,2260.537094697206,2442.232029251128,2573.492806798504,2267.921367572273,433248.5622,4895737.786,-93.83555834,44.21180842
7007900,2532.7124117132817,2340.884658393714,2521.630211608988,2657.832844972098,2364.6079242398596,417777.2175,4857511.654,-94.02325236,43.86611618
7009800,2677.6122224509327,2481.356575952233,2661.464400782894,2804.986286779096,2497.4704451190805,403711.9553,4884727.433,-94.20319688,44.10939919
8002600,2520.8820457090524,2332.1004107307363,2510.373722649031,2639.484425371197,2345.9232755127696,371066.814,4888695.619,-94.61195575,44.14008857
8004500,2465.2237830839927,2265.475882308068,2459.2233072864155,2576.971882678464,2279.9116505605016,361851.7715,4907456.409,-94.73205886,44.30723449
9004100,1990.8644664429717,1846.3298342430203,1987.6808021474965,2080.6363855232385,1835.2283806891453,518606.6317,5143831.586,-92.7577428,46.44779979
10000200,2505.8997357873386,2320.0399941476994,2502.88306042854,2639.9711451529733,2321.632475492352,458766.2128,4964838.5,-93.52168161,44.83576415
10000600,2508.068262551373,2319.52554277116,2504.273923055549,2638.146859612923,2318.9802534353107,458129.278,4969419.185,-93.53011783,44.87696132
10000700,2552.1442220897684,2364.775807117707,2551.1373660160384,2688.744104498494,2365.939627064782,455808.8316,4969527.077,-93.55950465,44.87779239
10001100,2523.923789335953,2336.415096811208,2520.9945956227702,2658.9327524070254,2339.766059105085,450798.73,4969235.101,-93.62290566,44.87483577
10001200,2500.44752868551,2312.198421807041,2498.043497057298,2634.1772744090667,2314.7883889476757,455777.7334,4968803.557,-93.55983521,44.87127755
10001300,2533.010480748353,2350.225785333916,2532.5251681805316,2668.44200409973,2351.1206511485693,457234.7434,4966615.391,-93.54120634,44.85166917
10001800,2438.4000381602505,2257.7500072801963,2437.6397230979596,2564.4719460927427,2261.004039828334,448964.4579,4969387.824,-93.64614213,44.87608149
10001900,2419.2583601816546,2232.3089575849294,2415.3614131672575,2539.9811873611525,2243.996128864579,449417.4961,4965063.183,-93.63997539,44.83718515
10004200,2430.863003667523,2253.8472566924665,2429.4512378030922,2554.7485204179047,2257.5540470895194,442272.4131,4970141.587,-93.73094705,44.88235564
10004300,2383.673051566129,2214.610661273532,2390.278356479908,2511.594886050332,2218.047819886612,443758.2643,4968752.578,-93.71198046,44.86997144
10004401,2393.5185065919095,2219.1113797496055,2393.4841728960073,2522.035181383195,2220.489803376058,445173.1132,4968516.596,-93.69404528,44.86795751
10004402,2477.6397261750894,2303.332874532638,2479.0225366052123,2610.2276374767766,2307.5404631125384,446245.3759,4968215.903,-93.68044075,44.8653325
10004500,2424.1309610862486,2248.2764147503917,2427.9002316758083,2552.7555491618095,2251.2559441387657,447920.1069,4968362.151,-93.659258,44.86677329
10004600,2425.2314628279737,2248.2083975250425,2427.641816871232,2554.988015943267,2250.597099413981,447318.7177,4967151.333,-93.66674441,44.85582987
10004700,2470.9555169351243,2292.4815664056687,2473.268360268909,2601.6709559638084,2297.1630211054953,446838.2232,4967089.288,-93.67281872,44.85523571
10004800,2409.358752593323,2231.252125225932,2410.278182394946,2535.332276107663,2233.3984464235964,446667.9857,4965550.873,-93.67481139,44.84137489
10005000,2450.1812217778815,2268.2701437471937,2450.0221968378364,2575.029680022003,2274.1170640448418,445592.5075,4966694.252,-93.68854108,44.85158582
10005100,2471.621525858738,2296.1689228733007,2474.2142861055895,2603.443889237161,2297.797411168314,443342.2151,4966526.643,-93.71699821,44.84990186
10005200,2411.5818762439117,2223.8014313089006,2410.541431348852,2533.4601026441987,2234.391721976195,441004.181,4965322.65,-93.74644335,44.83887465
10005300,2395.7433973476723,2210.1279053814337,2391.658496190413,2515.255299199998,2218.685106618052,444817.34620000003,4964659.238,-93.69812895,44.83320807
10005600,2423.4408241013966,2247.419309252313,2427.8848810662416,2553.255931181786,2249.888607814069,446398.2862,4970816.85,-93.67878051,44.88875641
10005800,2447.6842600070213,2263.169338428788,2441.7171239520244,2567.9279441694707,2275.09311908535,439049.5985,4952405.534,-93.76962514,44.72243745
10008400,2485.110885419924,2305.8925149339107,2486.6886743146765,2616.3934285487576,2309.2538863621626,436404.8982,4966513.274,-93.80477936,44.84919664
10008800,2546.7967572210946,2359.3803144684575,2542.6012234207797,2676.956832376672,2371.107977024337,430824.8051,4962821.211,-93.8748831,44.81544445
10008900,2552.741741038558,2373.9989875033316,2558.4810493987034,2687.3823082402337,2382.8788142848343,433543.5849,4970792.067,-93.84154575,44.88744987
10009500,2451.5046375835545,2276.727554612028,2455.0949620144656,2579.5790125026642,2283.119042886615,435332.1947,4975508.943,-93.81950183,44.93007182
10012100,2586.82906938736,2397.7194386327383,2582.9224290731213,2715.9325079831315,2412.2726915177645,426089.4332,4962103.69,-93.93466099,44.80851156
10021700,2604.575745341165,2407.379307688195,2585.2433609660693,2740.251724907773,2415.7195635005037,452122.0698,4964493.94,-93.60570511,44.83224762
10021800,2570.5803130306635,2380.027233319957,2560.8370617214373,2701.1686828966863,2383.5681751279258,452183.4779,4963730.543,-93.6048564,44.82537987
11005300,2112.895911614812,1967.8081369130716,2113.5105709592317,2212.3679263014296,1950.615006329901,429152.8494,5185736.08,-93.92879781,46.82140057
11005900,2074.697793363936,1924.936299049601,2080.488662543562,2169.5924616723423,1908.6783162693648,424640.5596,5191221.724,-93.98885008,46.8702633
11006200,1990.40698287604,1848.4480030545017,1997.2520416669463,2090.246479813759,1835.7003561282368,425872.1458,5200393.152,-93.97418615,46.95292262
11007300,2008.2950194422483,1874.2865885266328,2010.5860426560548,2108.5399633930083,1870.7808878858984,429010.4092,5204897.821,-93.9336541,46.99379733
11010400,1932.7695895660916,1800.965743030039,1934.2935156621436,2028.5930569016264,1796.5957344241135,422938.2594,5203867.377,-94.01332739,46.9838471
11014700,1981.897815489099,1845.9900045242157,1997.6932702974864,2083.0285799770386,1838.1683390136695,409709.2635,5254913.136,-94.19754193,47.44140779
11016700,1977.6888389410624,1840.2358494040752,1984.503525920416,2072.6297132480795,1824.9103125831855,409424.6313,5199545.538,-94.19012645,46.9432538
11017400,1990.9806764208329,1853.933193072699,1999.248259367028,2088.2484777444206,1838.1118426995504,406494.4613,5204100.535,-94.22955757,46.98382732
11019000,1863.8028611977263,1732.12687295094,1867.2744082990823,1954.3267627766636,1724.1210072749036,408541.7348,5213440.252,-94.2045319,47.06814016
11020000,1994.129852244036,1855.7682074885315,2001.1215848887616,2091.3386912374704,1840.306463696567,403512.1215,5196249.297,-94.26709613,46.91276479
11021800,2142.511389183817,1991.2800886973284,2142.343300204496,2239.324904393377,1979.3430299469471,396864.3148,5153469.615,-94.3447741,46.52688914
11023400,2031.7869990584643,1885.5258553058577,2032.3351772801163,2127.768654976749,1869.88070974697,397861.0263,5191770.613,-94.34028277,46.87162716
11023700,2088.448641857246,1942.2302476734776,2088.31614834423,2189.095171903903,1927.6677897215463,393886.1324,5191728.222,-94.3924166,46.8706233
11025000,2043.0521352608257,1898.1114795328667,2046.0953505587536,2138.9123431727644,1884.442492145428,397137.7355,5187141.989,-94.34872822,46.82987423
11027900,1917.676058342229,1780.6715353193138,1922.0122469614753,2009.3226074061815,1763.2487928364358,398004.8505,5195071.385,-94.33913495,46.90134458
11030700,1964.7434194675495,1827.6399145035932,1963.6009484014776,2060.4623346435405,1817.2698335386656,393236.2656,5177062.135,-94.3975198,46.7385775
11038300,1924.4008545349557,1787.0367468343857,1930.492524851021,2017.684783375998,1772.232028483372,387835.5015,5196781.504,-94.47303078,46.91508928
11041100,2046.6418852891225,1906.6684782302532,2048.1750545703117,2147.205946237102,1886.83546443548,383053.083,5186711.059,-94.53323215,46.82367299
11041200,1904.004211541799,1771.8939483274326,1907.587024052177,1997.396450793498,1752.8286301531352,382393.5287,5199484.23,-94.54517214,46.93846024
11048800,1885.3424256579376,1756.4949601467806,1893.3541827541285,1977.0103507478032,1740.53901927379,382854.0317,5238706.799,-94.54933313,47.29136088
13002700,2281.3241427990556,2117.6022041946326,2280.180486549418,2400.9116343082333,2104.3015214830302,513928.7285,5025024.402,-92.82209831,45.37859594
13002800,2317.164787507262,2150.10081894379,2317.1313898524327,2442.042543436348,2142.570635303619,511252.3632,5025541.195,-92.8562697,45.38329588
13003201,2313.3316664455833,2145.9339058096743,2312.046684528651,2435.6690988340524,2138.505245877343,513332.6664,5028194.395,-92.82962563,45.4071415
