DOWLKNUM,UTMX,UTMY,LON,LAT,mean.gdd_wtr_10c,ACCESS.avg.ann.gdd,MIROC5.avg.ann.gdd,IPSL.avg.ann.gdd,GFDL.avg.ann.gdd,MRI.avg.ann.gdd
10004200,442272.4131,4970141.587,-93.73094705,44.88235564,1880.471295,1973.712037,1996.234073,1967.408161,1978.779617,1852.610221
10004300,443758.2643,4968752.578,-93.71198046,44.86997144,1860.076248,1930.311696,1959.234429,1919.476156,1931.266879,1814.650994
10004401,445173.1132,4968516.596,-93.69404528,44.86795751,1879.986307,1935.442655,1961.689691,1930.645555,1943.82392,1823.369507
10004402,446245.3759,4968215.903,-93.68044075,44.8653325,1950.269331,2017.195143,2045.889812,2019.509387,2036.260893,1908.529983
10004500,447920.1069,4968362.151,-93.659258,44.86677329,1909.115648,1967.475935,1989.278496,1959.380147,1975.609571,1854.09925
10004600,447318.7177,4967151.333,-93.66674441,44.85582987,1911.345821,1965.041375,1988.604353,1955.209969,1971.937115,1851.188142
10004700,446838.2232,4967089.288,-93.67281872,44.85523571,1947.542487,2012.029604,2031.420089,1999.527818,2016.373398,1897.366945
10004800,446667.9857,4965550.873,-93.67481139,44.84137489,1894.292455,1950.205586,1970.683065,1942.489355,1952.946981,1835.899108
10005000,445592.5075,4966694.252,-93.68854108,44.85158582,1918.020951,1985.506228,2013.478383,1987.019816,1996.169297,1868.014062
10005100,443342.2151,4966526.643,-93.71699821,44.84990186,1950.319415,2008.163655,2033.913506,2003.437602,2015.020047,1894.77875
10005200,441004.181,4965322.65,-93.74644335,44.83887465,1865.379529,1940.218419,1967.486111,1928.309065,1949.056276,1823.494962
10005300,444817.34620000003,4964659.238,-93.69812895,44.83320807,1848.768998,1927.308804,1952.646948,1919.891665,1933.482382,1812.098586
10005600,446398.2862,4970816.85,-93.67878051,44.88875641,1886.826046,1963.940631,1990.019519,1958.493951,1971.445942,1849.576824
10005800,439049.5985,4952405.534,-93.76962514,44.72243745,1923.977585,1975.707267,2002.229736,1961.688393,1978.622014,1854.451235
10008400,436404.8982,4966513.274,-93.80477936,44.84919664,1961.41923,2022.203167,2047.198989,2018.251805,2030.241588,1908.326947
10008800,430824.8051,4962821.211,-93.8748831,44.81544445,1985.111832,2080.386998,2096.95621,2070.965473,2088.701756,1960.896357
10008900,433543.5849,4970792.067,-93.84154575,44.88744987,1952.251123,2090.338644,2128.747949,2089.359764,2095.650273,1975.170009
10009500,435332.1947,4975508.943,-93.81950183,44.93007182,1880.382957,1992.543171,2029.152283,1986.3006,1995.906248,1880.837367
10012100,426089.4332,4962103.69,-93.93466099,44.80851156,2008.214894,2118.66726,2141.8782,2111.686682,2126.889838,1998.860554
10021700,452122.0698,4964493.94,-93.60570511,44.83224762,2048.07343,2107.887209,2140.823165,2109.739001,2123.753834,1995.751492
10021800,452183.4779,4963730.543,-93.6048564,44.82537987,2026.994016,2091.409988,2115.695389,2080.85323,2103.081711,1970.102684
11005300,429152.8494,5185736.08,-93.92879781,46.82140057,1582.766385,1688.455772,1707.088023,1708.314277,1714.061559,1612.538358
11005900,424640.5596,5191221.724,-93.98885008,46.8702633,1534.217384,1644.177186,1665.328917,1671.002413,1664.025116,1572.641536
11006200,425872.1458,5200393.152,-93.97418615,46.95292262,1499.47139,1562.313213,1578.388517,1598.957196,1588.02609,1494.258259
11007300,429010.4092,5204897.821,-93.9336541,46.99379733,1519.91908,1605.710901,1618.265627,1621.537323,1616.588613,1521.499053
11010400,422938.2594,5203867.377,-94.01332739,46.9838471,1493.561427,1534.410349,1546.184737,1549.803395,1542.973693,1452.226036
11014700,409709.2635,5254913.136,-94.19754193,47.44140779,1487.390055,1580.35342,1595.906444,1600.102926,1593.112216,1492.606072
11016700,409424.6313,5199545.538,-94.19012645,46.9432538,1519.016604,1569.495738,1586.331404,1595.286699,1592.264164,1486.414831
11017400,406494.4613,5204100.535,-94.22955757,46.98382732,1528.819924,1581.506664,1596.608763,1603.989091,1598.431021,1497.036144
11019000,408541.7348,5213440.252,-94.2045319,47.06814016,1422.483238,1470.891001,1478.914045,1486.343953,1476.553224,1386.112983
11020000,403512.1215,5196249.297,-94.26709613,46.91276479,1534.460162,1581.581695,1595.759409,1608.69645,1600.311276,1498.805099
11021800,396864.3148,5153469.615,-94.3447741,46.52688914,1604.081339,1720.407405,1736.304856,1740.592378,1739.908838,1630.736563
11023400,397861.0263,5191770.613,-94.34028277,46.87162716,1523.656433,1610.851944,1623.252026,1633.211152,1627.808943,1527.055036
11023700,393886.1324,5191728.222,-94.3924166,46.8706233,1570.668954,1662.654295,1675.436644,1683.790262,1683.626683,1584.610619
11025000,397137.7355,5187141.989,-94.34872822,46.82987423,1528.044719,1624.930337,1638.785871,1649.081049,1643.48204,1541.536551
11027900,398004.8505,5195071.385,-94.33913495,46.90134458,1482.929443,1506.321487,1521.566556,1531.372065,1521.01677,1425.30796
11030700,393236.2656,5177062.135,-94.3975198,46.7385775,1494.785034,1560.530491,1568.217864,1576.803855,1567.042687,1469.741715
11038300,387835.5015,5196781.504,-94.47303078,46.91508928,1470.814319,1516.872655,1531.309571,1542.750132,1534.183346,1432.544487
11041100,383053.083,5186711.059,-94.53323215,46.82367299,1537.114792,1631.220889,1651.961164,1660.35971,1650.787325,1545.049342
11041200,382393.5287,5199484.23,-94.54517214,46.93846024,1446.567519,1503.410858,1513.907698,1526.405669,1516.838183,1412.008932
11048800,382854.0317,5238706.799,-94.54933313,47.29136088,1441.793331,1489.673483,1498.804191,1512.647241,1502.939316,1395.310941
13002700,513928.7285,5025024.402,-92.82209831,45.37859594,1802.740634,1825.659293,1865.732325,1833.666912,1845.064628,1724.322593
13002800,511252.3632,5025541.195,-92.8562697,45.38329588,1872.764403,1857.191226,1896.977444,1868.360851,1879.586837,1760.314005
13003201,513332.6664,5028194.395,-92.82962563,45.4071415,1825.165453,1855.03152,1898.324399,1863.441445,1874.464564,1750.172169
13003300,516167.516,5028935.007,-92.7933758,45.41374813,1921.314581,1949.597891,1994.161201,1960.190674,1975.626906,1850.895061
13005300,504118.6705,5018585.514,-92.94744871,45.32076356,1879.214588,1859.994256,1901.315413,1870.03583,1884.790025,1761.065969
13006800,497323.9996,5047449.589,-93.03430098,45.58058221,1724.65319,1754.518479,1783.565842,1764.476757,1772.097116,1659.049213
13007300,495823.6018,5048703.764,-93.05354381,45.59186364,1773.07962,1811.865668,1845.844012,1830.464302,1835.80371,1724.115013
14000400,257177.065,5211347.049,-96.19473726,47.0110548,1682.882735,1612.382342,1603.458998,1620.417195,1620.009925,1498.317049
15001000,331962.3582,5228594.724,-95.2181686,47.18936522,1409.226717,1454.791711,1459.256168,1478.350198,1469.164225,1347.609453
15005900,326860.2825,5251562.828,-95.29438262,47.39455059,1404.697837,1457.850215,1455.636533,1475.271665,1469.179054,1349.899452
15007900,325070.6003,5249583.522,-95.31729851,47.37627811,1432.979433,1512.331142,1518.180994,1534.686372,1523.220533,1403.839553
15014900,310451.7864,5285336.16,-95.52616802,47.69358968,1443.765609,1487.980666,1482.524494,1507.608825,1498.417501,1381.475986
16008900,706365.3277,5309369.013,-90.23853134,47.90442453,1109.684457,1190.309625,1189.059665,1198.374827,1188.921027,1117.256606
16036900,668409.1193,5290838.565,-90.75319474,47.74891515,1306.307702,1233.203188,1241.373715,1246.614682,1240.439909,1152.608967
16037300,670266.5941,5289495.245,-90.72895913,47.73635036,1326.107987,1218.105995,1220.921522,1227.973405,1218.639039,1136.37613
16038400,672949.5583,5299063.474,-90.68939282,47.82165736,1292.645534,1269.892816,1274.475538,1284.164636,1278.693392,1189.56676
16063900,652396.5611,5283897.15,-90.96910601,47.69048074,1332.394939,1303.062601,1316.971631,1316.083496,1305.406183,1211.916374
16064500,653497.7843,5287170.207,-90.95328807,47.71965115,1393.373308,1371.932865,1385.455508,1389.490426,1378.882222,1284.404134
17000300,343649.8708,4867941.671,-94.94841676,43.94799092,1859.464996,2011.724826,2032.178222,1981.431112,2011.215558,1881.522974
17006000,302969.2819,4861231.41,-95.45247957,43.87786487,1905.61455,2002.961722,2021.881389,1966.42751,2005.387622,1867.640308
18001800,432912.5249,5120578.576,-93.87010128,46.23547283,1649.844826,1693.312268,1707.80504,1709.389352,1703.748417,1596.634082
18002000,434185.1998,5128276.515,-93.85467314,46.30487035,1624.061421,1655.927034,1663.364731,1677.126905,1678.613569,1564.391738
18003400,434226.7928,5137763.416,-93.85546391,46.39024504,1542.193125,1582.862666,1600.037824,1598.340864,1596.580654,1491.549448
18003800,429742.1407,5138255.585,-93.91385912,46.39422268,1558.802892,1640.906568,1660.691441,1661.240268,1660.82511,1553.54788
18004400,430599.9309,5134093.648,-93.90208612,46.35685955,1593.177951,1651.697593,1669.600532,1668.204509,1668.048772,1558.277803
18005000,429600.3497,5133574.872,-93.91499943,46.35208805,1593.177951,1651.697593,1669.600532,1668.204509,1668.048772,1558.277803
18008800,428726.4569,5112685.585,-93.92319572,46.16401887,1610.27787,1695.630197,1709.486515,1710.691718,1711.762865,1602.422465
18009000,429052.0004,5147848.052,-93.92429319,46.48046824,1573.683335,1675.966493,1694.621947,1694.705679,1700.230252,1595.380107
18009600,420107.439,5129044.926,-94.03759028,46.3102723,1633.685604,1727.303106,1743.304206,1743.081197,1748.478555,1635.113465
18015500,396860.5498,5121111.765,-94.3376927,46.23575619,1712.662161,1825.897427,1843.351737,1843.802252,1848.779588,1728.004901
18017000,432442.3586,5165589.55,-93.88271535,46.64046157,1595.82226,1743.325962,1759.592676,1765.552646,1763.760532,1653.79315
18018000,436442.9433,5176574.657,-93.83196558,46.73970023,1617.971278,1756.089597,1782.178147,1772.337525,1776.569124,1672.663301
18018400,431354.0685,5168309.728,-93.89733808,46.66482771,1522.426313,1592.752501,1606.853617,1614.225409,1605.013328,1507.657572
18018500,430006.1245,5176629.105,-93.91622171,46.73954663,1623.38903,1729.792843,1746.215339,1751.477488,1747.314606,1645.110157
18020300,427718.5976,5175046.162,-93.94591232,46.72505974,1613.988072,1740.653114,1756.369343,1762.064259,1759.338634,1653.109278
18021200,427186.2071,5177734.199,-93.95330467,46.74918871,1528.146373,1620.570523,1634.313873,1642.06626,1631.33849,1533.453403
18024200,417711.3332,5156192.006,-94.07348974,46.55425747,1584.272054,1709.078425,1727.582587,1726.167473,1727.403723,1625.777464
18024300,415630.3528,5153837.506,-94.10020384,46.53281414,1587.39332,1729.2172189999999,1744.510274,1739.074651,1742.599795,1637.248858
18026600,418310.1492,5172750.725,-94.06860779,46.70332233,1542.807051,1617.284459,1635.83758,1648.274004,1649.958521,1542.619543
18026900,413376.0051,5173541.482,-94.1332891,46.70981624,1542.807051,1617.284459,1635.83758,1648.274004,1649.958521,1542.619543
18027100,416416.5685,5171244.969,-94.09310024,46.68954016,1542.807051,1617.284459,1635.83758,1648.274004,1649.958521,1542.619543
18028700,419324.466,5165666.804,-94.05410145,46.63970607,1622.12545,1750.998238,1766.543917,1767.457764,1768.440883,1660.252539
18031000,406667.6424,5171605.624,-94.22064137,46.6914962,1542.807051,1617.284459,1635.83758,1648.274004,1649.958521,1542.619543
18031200,413544.6229,5168506.174,-94.13013814,46.66453286,1542.807051,1617.284459,1635.83758,1648.274004,1649.958521,1542.619543
18031500,411377.8286,5174447.122,-94.15960009,46.71770276,1542.807051,1617.284459,1635.83758,1648.274004,1649.958521,1542.619543
18035400,409402.1046,5169843.269,-94.18454012,46.67601558,1542.807051,1617.284459,1635.83758,1648.274004,1649.958521,1542.619543
18035500,404105.3968,5168563.586,-94.25351028,46.6637643,1542.807051,1617.284459,1635.83758,1648.274004,1649.958521,1542.619543
18035600,405896.6554,5168926.827,-94.2301751,46.66728656,1542.807051,1617.284459,1635.83758,1648.274004,1649.958521,1542.619543
18036100,408079.8431,5167323.115,-94.20132198,46.6531607,1559.1474,1658.866261,1676.568132,1674.996014,1677.731645,1576.885758
18037300,401478.3842,5145709.807,-94.28298444,46.45776319,1622.799775,1712.977831,1731.664114,1733.12328,1732.273648,1624.518783
18037600,403693.6721,5157743.837,-94.25663674,46.56635777,1572.575011,1669.726357,1686.292056,1691.047732,1686.923045,1576.427521
18037700,403254.0578,5156211.881,-94.26205188,46.55251119,1574.692158,1674.762969,1692.621921,1695.454443,1693.044917,1589.12808
18037800,401702.74,5169204.288,-94.28504587,46.66918037,1542.807051,1617.284459,1635.83758,1648.274004,1649.958521,1542.619543
18037900,400900.5526,5134064.359,-94.2880384,46.35289954,1580.058041,1683.415897,1700.542062,1699.857584,1702.626642,1586.347431
18038600,400979.9976,5136507.154,-94.2875224,46.3748902,1444.894943,1499.215348,1510.950861,1503.674988,1502.933595,1404.001852
18040300,401033.4555,5154735.225,-94.29069728,46.53890221,1574.692158,1674.762969,1692.621921,1695.454443,1693.044917,1589.12808
19002500,480060.3091,4952596.85,-93.25179752,44.72647542,1969.850772,2055.768984,2089.400169,2049.499976,2071.689703,1937.557178
19002700,478881.7585,4952116.996,-93.2666602,44.72212186,1854.070886,1916.819041,1949.02918,1912.054384,1928.081837,1802.867126
19003100,475483.6171,4949787.6,-93.30945621,44.70104381,1857.071948,1918.690588,1947.534802,1912.5201,1926.888356,1803.645698
19005000,492277.0994,4969128.431,-93.09777587,44.87553242,1956.60566,2043.632607,2075.266467,2042.076925,2066.58663,1930.244214
19005700,487029.5739,4963190.544,-93.1640602,44.82200259,2001.252633,2050.318463,2079.671094,2044.64975,2069.351126,1936.057401
19005900,485624.2613,4962887.159,-93.18182704,44.81924455,2006.892993,2064.140622,2097.061429,2063.703709,2080.70685,1954.316746
