DOWLKNUM,UTMX,UTMY,LON,LAT,EWMSTATUS,EWMSTATUS_corrRelFrq,max_depth,size_acres,avg_ph,avg_secchi,avg_conductance,avg_phosphorus,avg_chlorophylla,a440.cdom,allstreams_density_mperha,roaddensity_density_mperha,mean.gdd_wtr_10c,ACCESS.avg.ann.gdd,MIROC5.avg.ann.gdd,IPSL.avg.ann.gdd,GFDL.avg.ann.gdd,MRI.avg.ann.gdd
15007900,325070.6003,5249583.522,-95.31729851,47.37627811,U,0,4.8,230.0244391,8.320434783,2.209338182,270.3684211,0.031333333,14.18333333,0.9479956,8.5773,34.1384,1432.979433,1512.331142,1518.180994,1534.686372,1523.220533,1403.839553
15014900,310451.7864,5285336.16,-95.52616802,47.69358968,U,0,4.2672,1236.176959,8.569090909,2.372493333,347.2857143,0.02325,11.86666667,1.968040625,5.2222,29.3113,1443.765609,1487.980666,1482.524494,1507.608825,1498.417501,1381.475986
16008900,706365.3277,5309369.013,-90.23853134,47.90442453,U,0,3.4,378.1036388,6.6225,1.32809,38.43333333,0.02,0.74,2.72834225,7.5164,2.9609,1109.684457,1190.309625,1189.059665,1198.374827,1188.921027,1117.256606
16036900,668409.1193,5290838.565,-90.75319474,47.74891515,U,0,3.048,346.1401889,7.564285714,1.787671429,48.88571429,0.019,7.5,4.86631165,3.3441,12.2182,1306.307702,1233.203188,1241.373715,1246.614682,1240.439909,1152.608967
16037300,670266.5941,5289495.245,-90.72895913,47.73635036,U,0,1.8,183.70404,7.541428571,1.610909091,54.5,0.0185,2.485,4.58181555,2.8533,30.7575,1326.107987,1218.105995,1220.921522,1227.973405,1218.639039,1136.37613
16038400,672949.5583,5299063.474,-90.68939282,47.82165736,U,0,4.572,355.087868,7.246666667,2.315063333,40.63529412,0.010818182,2.888333333,5.44671635,1.4609,16.7741,1292.645534,1269.892816,1274.475538,1284.164636,1278.693392,1189.56676
16063900,652396.5611,5283897.15,-90.96910601,47.69048074,U,0,4.572,592.9530482,7.874444444,1.611104,49.9125,0.039,3.36,6.5289991,6.0174,10.785,1332.394939,1303.062601,1316.971631,1316.083496,1305.406183,1211.916374
16064500,653497.7843,5287170.207,-90.95328807,47.71965115,U,0,3.048,369.4883404,6.873333333,1.115148571,34.55555556,0.023666667,11.32,7.0320513,3.4318,8.3961,1393.373308,1371.932865,1385.455508,1389.490426,1378.882222,1284.404134
17000300,343649.8708,4867941.671,-94.94841676,43.94799092,U,0,2.1336,229.5186814,8.51875,0.866708372,569.5714286,0.088166667,44.6,1.1271233,11.4083,49.6174,1859.464996,2011.724826,2032.178222,1981.431112,2011.215558,1881.522974
17006000,302969.2819,4861231.41,-95.45247957,43.87786487,U,0,2.1336,873.0577788,8.68,0.21349869,695.1428571,0.39,183,4.167655967,7.0938,16.0889,1905.61455,2002.961722,2021.881389,1966.42751,2005.387622,1867.640308
18001800,432912.5249,5120578.576,-93.87010128,46.23547283,U,0,12.4968,533.592909,7.958139535,2.613760889,252.6486486,0.069666667,10.46666667,3.05263955,2.2433,28.8664,1649.844826,1693.312268,1707.80504,1709.389352,1703.748417,1596.634082
18002000,434185.1998,5128276.515,-93.85467314,46.30487035,U,0,25.2984,1011.389538,7.557142857,3.161960811,237.2666667,0.016142857,5.875,2.7103932,5.2853,35.1731,1624.061421,1655.927034,1663.364731,1677.126905,1678.613569,1564.391738
18003400,434226.7928,5137763.416,-93.85546391,46.39024504,1,1,21.336,2329.89688,7.646285714,4.390224726,188.7489209,0.031666667,4.845833333,1.00572125,2.6156,58.6131,1542.193125,1582.862666,1600.037824,1598.340864,1596.580654,1491.549448
18003800,429742.1407,5138255.585,-93.91385912,46.39422268,1,1,16.1544,905.4897845,7.966923077,3.76381106,221.0692308,0.0435,4.831428571,1.5405213,0.8373,32.691,1558.802892,1640.906568,1660.691441,1661.240268,1660.82511,1553.54788
18004400,430599.9309,5134093.648,-93.90208612,46.35685955,1,1,13.4,164.7192286,8.020833333,4.322330435,187.5,0.014307692,3.863636364,1.4900582,7.5204,32.323,1593.177951,1651.697593,1669.600532,1668.204509,1668.048772,1558.277803
18005000,429600.3497,5133574.872,-93.91499943,46.35208805,1,1,10.9728,286.8357177,8.0075,3.815045685,197.3333333,0.013846154,5.345454545,2.09639275,5.4173,42.1416,1593.177951,1651.697593,1669.600532,1668.204509,1668.048772,1558.277803
18008800,428726.4569,5112685.585,-93.92319572,46.16401887,U,0,6.7056,1663.430075,8.567058824,1.656611888,137.125,0.041571429,20.26341463,2.4620469,3.3801,34.7442,1610.27787,1695.630197,1709.486515,1710.691718,1711.762865,1602.422465
18009000,429052.0004,5147848.052,-93.92429319,46.48046824,0,0,18.5928,1116.342946,7.882112676,4.58411866,305.6397059,0.012333333,5.210526316,0.89037375,2.4117,119.9252,1573.683335,1675.966493,1694.621947,1694.705679,1700.230252,1595.380107
18009600,420107.439,5129044.926,-94.03759028,46.3102723,1,1,14.0208,804.3168301,7.94,2.19342385,232.3333333,0.037315789,10.81277778,2.4180993,8.4615,44.2378,1633.685604,1727.303106,1743.304206,1743.081197,1748.478555,1635.113465
18015500,396860.5498,5121111.765,-94.3376927,46.23575619,U,0,7.62,378.9354207,8.019615385,1.747847276,231.9565217,0.044866667,28.63090909,0.99670425,5.0558,64.557,1712.662161,1825.897427,1843.351737,1843.802252,1848.779588,1728.004901
18017000,432442.3586,5165589.55,-93.88271535,46.64046157,U,0,6.096,259.2317576,7.171666667,1.52,111.5714286,0.039,22.66666667,4.1351604,9.3573,11.7854,1595.82226,1743.325962,1759.592676,1765.552646,1763.760532,1653.79315
18018000,436442.9433,5176574.657,-93.83196558,46.73970023,U,0,3.034760884,301.6282485,9.125,0.747272727,62.95,0.061,69.5,7.77510745,3.7569,19.8447,1617.971278,1756.089597,1782.178147,1772.337525,1776.569124,1672.663301
18018400,431354.0685,5168309.728,-93.89733808,46.66482771,U,0,19.2024,239.9906157,7.078571429,5.03845314,60.32258065,0.012818182,3.282666667,1.40834805,2.1543,27.4447,1522.426313,1592.752501,1606.853617,1614.225409,1605.013328,1507.657572
18018500,430006.1245,5176629.105,-93.91622171,46.73954663,1,1,10.0584,412.6443411,7.2525,1.724035714,110.297619,0.030333333,7.14375,11.65940775,5.8797,25.7684,1623.38903,1729.792843,1746.215339,1751.477488,1747.314606,1645.110157
18020300,427718.5976,5175046.162,-93.94591232,46.72505974,1,1,3.6576,720.7280742,7.836190476,1.592363842,126.35625,0.064388889,18.804375,3.4127412,4.0348,49.2235,1613.988072,1740.653114,1756.369343,1762.064259,1759.338634,1653.109278
18021200,427186.2071,5177734.199,-93.95330467,46.74918871,1,1,11.5824,599.1974501,7.9656,5.241206504,130.1,0.018,3.456923077,0.2097222,1.4081,42.2696,1528.146373,1620.570523,1634.313873,1642.06626,1631.33849,1533.453403
18024200,417711.3332,5156192.006,-94.07348974,46.55425747,1,1,10.668,881.5773583,8.306896552,3.342362483,199.52,0.0318,14.30625,0.6592012,2.2814,31.4841,1584.272054,1709.078425,1727.582587,1726.167473,1727.403723,1625.777464
18024300,415630.3528,5153837.506,-94.10020384,46.53281414,1,1,7.9248,732.1999191,8.183333333,2.883679918,227.805,0.0372,25.20714286,1.0413289,2.6625,24.1841,1587.39332,1729.217219,1744.510274,1739.074651,1742.599795,1637.248858
18026600,418310.1492,5172750.725,-94.06860779,46.70332233,0,0,9.144,329.8621289,7.674851485,2.830850413,246.5970149,0.040923077,6.581428571,2.50833195,3.2143,30.2771,1542.807051,1617.284459,1635.83758,1648.274004,1649.958521,1542.619543
18026900,413376.0051,5173541.482,-94.1332891,46.70981624,0,0,21.336,232.3991348,7.710091743,4.353151648,227.4667213,0.012714286,3.315555556,0.9163865,0,54.4162,1542.807051,1617.284459,1635.83758,1648.274004,1649.958521,1542.619543
18027100,416416.5685,5171244.969,-94.09310024,46.68954016,0,0,7.62,258.2746263,7.811973684,2.651096154,251.3023256,0.029238095,9.092941176,2.4194628,1.3553,54.5322,1542.807051,1617.284459,1635.83758,1648.274004,1649.958521,1542.619543
18028700,419324.466,5165666.804,-94.05410145,46.63970607,U,0,10.668,354.3814073,7.615185185,2.610228571,180.56,0.021,8.14,1.97340805,6.9018,8.4939,1622.12545,1750.998238,1766.543917,1767.457764,1768.440883,1660.252539
18031000,406667.6424,5171605.624,-94.22064137,46.6914962,0,0,41.4528,7714.192816,7.857103757,3.298685712,226.7295858,0.027,5.051333333,1.3047676,0,30.7926,1542.807051,1617.284459,1635.83758,1648.274004,1649.958521,1542.619543
18031200,413544.6229,5168506.174,-94.13013814,46.66453286,0,0,24.384,1815.002496,7.793491379,4.013248,220.744,0.014875,3.677,1.8193612,0.8053,63.5738,1542.807051,1617.284459,1635.83758,1648.274004,1649.958521,1542.619543
18031500,411377.8286,5174447.122,-94.15960009,46.71770276,0,0,36.576,1366.292583,8.0091133,4.341953271,221.5320755,0.009705882,3.84,0.0106061,1.367,47.6807,1542.807051,1617.284459,1635.83758,1648.274004,1649.958521,1542.619543
18035400,409402.1046,5169843.269,-94.18454012,46.67601558,0,0,16.764,195.7818182,7.8098125,3.917602469,221.7569767,0.0185625,3.159473684,0.73649875,0,32.2135,1542.807051,1617.284459,1635.83758,1648.274004,1649.958521,1542.619543
18035500,404105.3968,5168563.586,-94.25351028,46.6637643,0,0,21.336,336.8669256,7.827983871,3.668894382,218.1702128,0.0144375,3.038823529,0.9151513,0,37.9752,1542.807051,1617.284459,1635.83758,1648.274004,1649.958521,1542.619543
18035600,405896.6554,5168926.827,-94.2301751,46.66728656,0,0,12.192,211.0631319,7.916831776,4.320764835,201.3333333,0.015,4.386470588,1.44389135,0,40.1336,1542.807051,1617.284459,1635.83758,1648.274004,1649.958521,1542.619543
18036100,408079.8431,5167323.115,-94.20132198,46.6531607,1,1,23.1648,189.7788028,7.407177419,4.896706667,195.3181818,0.0120625,2.704375,0.11220915,1.4905,42.9196,1559.1474,1658.866261,1676.568132,1674.996014,1677.731645,1576.885758
18037300,401478.3842,5145709.807,-94.28298444,46.45776319,0,0,15.24,1650.114575,8.218333333,3.27244882,260.5833333,0.025105263,8.194117647,0.98788275,2.142,83.3935,1622.799775,1712.977831,1731.664114,1733.12328,1732.273648,1624.518783
18037600,403693.6721,5157743.837,-94.25663674,46.56635777,U,0,12.192,434.5594556,7.78,2.936968421,261.75,0.025625,14.185,0.99461135,2.1387,26.5804,1572.575011,1669.726357,1686.292056,1691.047732,1686.923045,1576.427521
18037700,403254.0578,5156211.881,-94.26205188,46.55251119,0,0,13.716,396.6542483,7.633333333,3.858911184,260.75,0.020034483,4.867894737,0.80841715,0.3334,36.4583,1574.692158,1674.762969,1692.621921,1695.454443,1693.044917,1589.12808
18037800,401702.74,5169204.288,-94.28504587,46.66918037,0,0,30.48,700.2136605,7.830348259,4.492374026,211.2105263,0.013466667,3.1625,1.31207365,1.4781,38.4153,1542.807051,1617.284459,1635.83758,1648.274004,1649.958521,1542.619543
18037900,400900.5526,5134064.359,-94.2880384,46.35289954,1,1,7.62,415.0604842,8.0125,3.421818993,136.3333333,0.038833333,6.4,0.46201615,2.481,97.1958,1580.058041,1683.415897,1700.542062,1699.857584,1702.626642,1586.347431
18038600,400979.9976,5136507.154,-94.2875224,46.3748902,U,0,4.572,521.3778266,8.925,3.187945882,147.75,0.028888889,3.670833333,1.53533585,6.6641,61.9151,1444.894943,1499.215348,1510.950861,1503.674988,1502.933595,1404.001852
18040300,401033.4555,5154735.225,-94.29069728,46.53890221,0,0,11.5824,559.9771881,7.772727273,3.905236379,210.5,0.017758621,5.545833333,0.4675216,2.7018,63.0523,1574.692158,1674.762969,1692.621921,1695.454443,1693.044917,1589.12808
19002500,480060.3091,4952596.85,-93.25179752,44.72647542,1,1,3.042,54.58101147,8.6575,1.146863469,401.0767619,0.089078125,63.71176471,2.45426085,0,77.6221,1969.850772,2055.768984,2089.400169,2049.499976,2071.689703,1937.557178
19002700,478881.7585,4952116.996,-93.2666602,44.72212186,1,1,10.9728,293.2396394,7.9276,1.98214527,481.948,0.106781579,21.7468551,0.9698449,0.4992,92.6389,1854.070886,1916.819041,1949.02918,1912.054384,1928.081837,1802.867126
19003100,475483.6171,4949787.6,-93.30945621,44.70104381,1,1,9.7536,237.9282725,7.996764706,2.571705112,596.1875,0.077942308,13.04665676,1.3078313,0.2016,44.2011,1857.071948,1918.690588,1947.534802,1912.5201,1926.888356,1803.645698
19005000,492277.0994,4969128.431,-93.09777587,44.87553242,U,0,9.4488,46.28062948,7.621666667,2.117407407,241.7423077,0.080219512,30.58614074,0.5829114,0,47.3277,1956.60566,2043.632607,2075.266467,2042.076925,2066.58663,1930.244214
19005700,487029.5739,4963190.544,-93.1640602,44.82200259,1,1,10.0584,30.55146168,8.065839416,1.955112195,562.6307018,0.28340082,17.67142857,2.81166665,9.0465,104.1512,2001.252633,2050.318463,2079.671094,2044.64975,2069.351126,1936.057401
19005900,485624.2613,4962887.159,-93.18182704,44.81924455,1,1,3.2004,39.85269316,8.381515152,1.66660098,359.2142857,0.055381818,16.08933333,1.71074505,8.5143,76.7696,2006.892993,2064.140622,2097.061429,2063.703709,2080.70685,1954.316746
19006700,486424.05,4960026.729,-93.17163483,44.79351007,1,1,1.9812,41.49380348,8.275,1.391927737,382.7,0.06424,45.11666667,2.74079255,19.1778,90.806,2021.672316,2088.283243,2128.015214,2090.73814,2106.47479,1973.986326
19007200,488700.4561,4958560.615,-93.14282277,44.78035139,1,1,2.5,32.97595859,8.64,1.874242424,149,0.027625,3.82,3.99036615,0,9.7142,1961.329918,2025.425387,2068.649057,2017.481609,2039.979751,1909.393553
19007500,489816.4206,4959014.433,-93.12872643,44.78445354,1,1,4.572,13.15460403,8.446666667,2.439264706,248.3333333,0.0268,38.908,1.9121528,0.4468,19.0464,1985.341907,2039.555695,2074.253619,2039.380325,2061.118853,1924.686402
19007600,489828.5119,4959429.509,-93.12858189,44.78819033,1,1,2.5908,18.08117468,8.496,1.840947778,250.6666667,0.0433,16.175,3.2345588,7.3057,49.6204,2000.248744,2057.058695,2087.47519,2054.379668,2072.343767,1939.936038
21005200,319448.2347,5085481.879,-95.32753287,45.89919642,0,0,18.8976,639.8113619,8.143076923,3.302962543,364.8333333,0.028553571,6.187017544,0.4992017,2.0185,71.9184,1594.973722,1642.756774,1656.993003,1641.779893,1649.61892,1535.544408
21005400,318736.5117,5082842.145,-95.33570444,45.87527002,1,1,17.9832,416.8069851,8.36,3.321019827,399.6666667,0.027795455,7.69,0.8424229,2.3975,62.5461,1687.042605,1744.923848,1762.203551,1747.339565,1754.190741,1637.372017
21005600,317887.6703,5088803.493,-95.34889399,45.928656,1,1,25.6032,1800.960866,8.454117647,3.545205446,545.25,0.032266667,7.269074074,0.282112525,3.2397,67.0541,1596.844232,1643.283909,1655.160227,1642.379565,1649.285574,1534.803701
21013600,308344.7202,5099831.598,-95.47628518,46.02522522,1,1,10.3632,98.96257118,7.907272727,2.418737778,244.7272727,0.222,21,0.48733825,0,16.0701,1695.681003,1714.520803,1725.449402,1717.823114,1727.550994,1601.640446
21032300,292646.5587,5090806.243,-95.67498426,45.9395099,U,0,1.8288,300.1173363,9.412,0.447142857,533.3333333,0.179,83.6,0.9521874,7.2012,19.3507,1773.286482,1834.891024,1843.947331,1820.509864,1838.73114,1714.854248
22002300,435218.7902,4836599.332,-93.80369273,43.67958036,U,0,1,719.1003097,8.95,0.28,402,0.2205,83.6,1.237966,0.1675,23.8663,2028.610687,2074.721543,2099.529396,2057.216084,2076.475821,1945.612044
22007400,413207.5862,4852371.912,-94.0792766,43.8193241,1,1,5.7912,199.1819026,8.500769231,1.068496063,338.4933333,0.086555556,74.5,0.46566415,0,38.495,2027.114011,2093.626886,2122.856595,2083.717734,2099.991908,1976.966739
24001400,474747.9541,4830854.397,-93.31302759,43.63024949,U,0,1.524,2669.175717,8.953448276,0.432153889,383.8815789,0.298805556,141.7293333,1.514948634,2.7719,57.1186,1905.778645,1962.579238,1995.672986,1955.148804,1968.759939,1847.60953
24002500,467122.2397,4830865.651,-93.40755553,43.6300529,U,0,1.5,587.5780277,9.383,0.362507541,263.95,0.276333333,148.4833333,0.7434742,4.2667,28.0442,1927.679335,2045.531921,2072.09683,2029.854257,2046.39662,1913.839935
24002800,459546.8393,4821721,-93.50077453,43.54734281,U,0,1,1033.149669,8.285,0.297864078,354.5333333,0.257733333,115.7066667,0.83393405,12.7903,28.5233,1967.1288,2079.92663,2109.61596,2058.362263,2077.130663,1942.858372
24004400,454410.7188,4843590.554,-93.56619877,43.74395206,U,0,1,2034.061138,9.213333333,0.166933333,256.6,0.23675,213.12,2.389139225,3.6901,32.0265,2010.935807,2086.525727,1931.372732,2077.512014,2096.602111,1961.876576
27001400,479718.8188,4976527.898,-93.25706576,44.94189549,1,1,6.096,11.37983966,7.434447301,0.971640764,534.4384196,0.23913245,48.32287273,3.19166665,0,127.3471,2007.371764,2094.566305,2136.321099,2101.483216,2127.27225,1985.926083
27001600,475926.2825,4974312.964,-93.3050303,44.92183855,1,1,26.2128,341.2231108,7.660746826,3.357442975,592.8764473,0.10867655,5.002459016,0.9329231,6.8919,130.0251,1900.196834,1994.347768,2029.780916,1995.85538,2020.902686,1882.930749
27001800,481364.3643,4974205.996,-93.23612285,44.92103887,1,1,9.4488,52.93027622,7.602857143,1.475342122,539.822409,0.106807018,20.08083929,4.6735417,16.4781,94.7058,1970.349986,2057.515658,2086.843563,2054.149721,2078.197376,1943.288097
27001900,480883.9376,4972829.157,-93.24215798,44.90863184,1,1,9.7536,201.2367719,7.886897321,1.316197023,465.2542725,0.070813609,30.73574074,3.0498623,7.9906,126.6005,1997.253616,2085.053842,2117.25127,2087.587585,2116.068082,1974.781907
27002200,478733.0637,4971920.242,-93.26936627,44.90038879,U,0,1,51.70972589,7.455254237,0.646290323,480.3727273,0.160586957,42.49571429,3.28055885,7.4312,181.2885,1929.366146,2042.871176,2079.796983,2031.389134,2057.328181,1923.320695
27002900,472554.9237,4968393.863,-93.34742598,44.86843315,1,1,1,18.04456853,7.85,0.431818182,527.6,0.134,59.8,4.046875,21.1595,118.2152,2134.868468,2218.732166,2254.731422,2221.194083,2236.392035,2098.790595
27003100,475395.1173,4976539.934,-93.3118689,44.94186734,1,1,27.432,423.8595781,7.653094435,3.894768047,668.5784229,0.083285714,6.09962963,0.9196722,7.0895,110.5677,1888.743312,1974.209289,2006.160892,1977.439634,1991.30275,1860.06432
27003501,473325.2551,4982263.415,-93.33840694,44.99331443,U,0,7.62,67.63810756,7.565403226,1.331635556,1088.854762,0.162148077,18.70059107,1.84479165,9.665,97.071,1993.47325,2084.188908,2115.949933,2081.690544,2099.598821,1968.541895
27003502,473511.8638,4982112.826,-93.33603166,44.99196585,U,0,7.6,20.90884661,7.766315789,3.117857143,782.6888889,0.0405,3.688272727,3.14488635,1.6914,42.4903,1913.314229,1991.422111,2021.430653,1989.860168,2006.015136,1875.260312
27003700,474491.7917,4980985.527,-93.32354329,44.98185403,1,1,7.3152,39.97496309,7.690246407,2.136626812,839.5221258,0.306916168,23.334625,2.07404785,2.9169,89.2272,1926.636474,2008.131337,2035.27098,2004.455256,2019.856305,1888.148877
27003900,474634.7607,4978543.587,-93.32160704,44.95987722,1,1,15.24,163.7926791,7.706428571,2.385199375,633.2895619,0.083384058,11.10343103,1.35434235,1.6181,133.9321,1940.610345,2027.118049,2062.352525,2028.544794,2044.504938,1912.28836
27004700,469736.6942,4964913.818,-93.38289342,44.83699183,1,1,8.2296,170.9707176,8.306530612,3.035027778,304.7021277,0.0413,6.173889286,1.0773239,2.5243,60.0751,1941.177037,1986.163413,2017.744787,1989.413858,2000.130213,1873.131196
27004800,470886.7537,4963220.205,-93.36824601,44.82179376,U,0,3.3528,83.91462014,8.3990625,1.323135,297.7866197,0.110583333,73.381,1.93613155,3.3694,39.0112,1978.035735,2026.527477,2058.238282,2017.955927,2032.944871,1904.899134
27006100,469048.0028,5003325.429,-93.3939699,45.18273207,U,0,3.3528,37.21781175,7.424259259,1.75652,541.1666667,0.32398,8.658823529,3.44166665,10.488,133.3754,1968.83936,2050.336412,2078.160493,2047.761975,2065.754096,1929.551625
27006900,461179.8475,4969570.841,-93.49150821,44.87849924,U,0,2.5,44.88920155,8.971463415,2.113559322,320.035,0.044047619,11.16914444,0.328426575,0.286,85.9085,1902.672593,2037.152294,2069.146385,2034.711945,2041.796071,1911.157631
27007000,460770.4842,4967261.896,-93.49651231,44.85769217,1,1,5.1816,113.9254011,8.061142857,1.708861489,541.0571429,0.119774194,36.07101,2.482206575,5.5601,120.0002,2004.3226,2059.671425,2088.196581,2059.115517,2073.146262,1942.879697
27007100,461076.5578,4968472.695,-93.49273157,44.86860832,1,1,11.2776,30.73503423,7.231578947,5.115182524,339.8153846,0.250392857,14.09285714,3.03402565,0,104.7277,2000.39145,2052.046775,2079.427538,2049.558563,2067.890757,1936.760632
27007600,462432.439,4966108.018,-93.47539289,44.84739464,U,0,4.572,96.91368327,7.797282609,1.895910053,538.4305263,0.340470588,29.01854,1.62562335,8.5169,88.0038,2016.2772,2079.877965,2108.403153,2079.463414,2091.657217,1960.399156
27007800,464051.5632,4964993.522,-93.45482565,44.83744551,1,1,4.8768,167.1396003,8.426632653,0.83356175,477.7969072,0.119509434,65.82857143,1.4007796,10.1977,64.0861,2067.807035,2143.666277,2169.47801,2146.229631,2163.623096,2023.526276
27009800,465885.2662,4989149.605,-93.43325864,45.0549827,1,1,9.144,182.4669818,7.91859375,1.528961814,570.7946154,0.176437879,60.19110345,0.60293615,6.8188,88.0577,1932.080842,2061.260786,2091.344714,2061.889674,2077.847317,1944.63731
27010200,465898.2701,4987509.229,-93.43298209,45.04021733,1,1,7.9248,44.66139064,8.231104294,2.160246154,370.9316456,0.179827273,15.22210526,1.47335795,7.0589,100.1694,1921.010219,2043.997942,2073.47638,2038.805664,2061.02559,1926.639308
27010400,466900.027,4983747.102,-93.42001565,45.0063995,1,1,14.3256,924.3679962,7.777520107,1.794937626,642.7602757,0.186450877,36.7219901,0.84579565,8.8843,90.5821,1894.288384,2024.904766,2055.695888,2029.611212,2043.383543,1912.120518
27011101,467476.214,4991303.386,-93.41319372,45.07444502,U,1,10.668,296.2001406,7.825867347,1.996732921,603.0938967,0.090880769,31.598,1.46350165,4.8519,84.6445,1922.580449,1991.548484,2026.878104,1997.710696,2012.96531,1883.666408
27011102,466995.1951,4990376.854,-93.41924361,45.0660825,U,1,6.4008,56.66567453,7.594270833,1.193841667,789.3339623,0.199508824,52.28578947,3.9292139,3.8906,31.8155,1957.737171,2026.209116,2061.324154,2030.992939,2046.796876,1914.94976
27011700,460555.5178,4995288.768,-93.50142744,45.10996725,1,1,17.0688,152.0909324,7.729666667,2.827128125,444.6988016,0.156822642,15.33104167,2.4581082,2.2684,97.2299,1832.538382,1913.241141,1945.346581,1912.412475,1927.765281,1800.16855
27011800,463526.1034,4993273.079,-93.46351912,45.09198263,1,1,18.5928,237.726142,7.59507177,1.629018901,490.4479199,0.165269,27.49181818,1.07423755,0.1739,95.5601,1936.736565,2013.368608,2046.105749,2017.498574,2030.907144,1903.801873
27011900,465291.521,4992369.64,-93.44102186,45.08393915,U,0,2.1336,84.05749205,7.774705882,0.522298578,402.7181818,0.162571429,105.1416667,1.6434998,2.9104,108.2412,2035.772747,2154.212323,2182.553573,2162.085312,2173.956379,2038.535877
27013301,461073.933,4977962.432,-93.49349529,44.95403226,U,1,8.8392,187.8495713,8.216900585,3.488418079,420.7336957,0.02554717,4.734736842,0.5039666,6.1456,62.8254,1844.111015,1958.601438,1983.451627,1958.087864,1973.554213,1842.135156
27013303,458150.0187,4974879.752,-93.53030694,44.92611691,U,1,9.144,114.6126854,8.136803279,3.556056338,429.9926471,0.02972549,5.735882353,1.1335341,0,60.6226,1844.111015,1958.601438,1983.451627,1958.087864,1973.554213,1842.135156
27013304,456389.7931,4972800.373,-93.55243145,44.90729334,U,1,11.5824,166.1808907,8.018226415,3.756381579,409.7421603,0.066225352,5.185555556,0.836807,1.8723,92.5015,1844.111015,1958.601438,1983.451627,1958.087864,1973.554213,1842.135156
27013600,457807.3325,4971438.802,-93.53436204,44.89512235,U,0,3.5,25.40744184,7.972325581,0.820547945,412.459375,0.128787879,65.975,3.23751045,3.8266,48.3577,2082.167574,2201.967577,2237.244073,2206.161439,2221.52895,2074.892838
27014100,455672.4016,4978808.145,-93.56204583,44.96132857,1,1,6.096,53.47596069,7.811941748,1.151054217,482.8849558,0.195,81.85925926,1.4456238,0.3795,35.1995,1986.027706,2101.668607,2130.806684,2098.675107,2115.945382,1985.622634
27015700,454890.1517,4983713.633,-93.57240302,45.0054361,U,0,7.9248,39.7336534,7.713333333,0.732941176,559,0.117888889,56.11666667,4.33015875,5.9393,4.4174,1966.543703,2111.695982,2142.267855,2114.057748,2132.70156,1994.105662
27016000,456036.4519,4981877.481,-93.55769785,44.98897994,1,1,10.668,284.9933453,7.722938596,1.227880588,510.4267782,0.42795122,41.47115385,1.14826765,6.2034,81.9259,1929.371581,2043.622345,2078.689162,2044.569514,2056.134123,1931.923896
27017600,448815.4909,4986499.159,-93.6497638,45.03009717,1,1,17.9832,832.0218934,7.688873039,1.810116312,369.4155963,0.233899231,31.7952,2.0648014,6.1002,28.3148,1823.3725,1950.958494,1976.022739,1950.13147,1958.067528,1838.2769
27018100,446298.9464,4976966.187,-93.6806916,44.94410172,1,1,12.8016,175.4459692,7.612738095,1.300968302,410.0390625,0.458513514,46.89411765,1.70799005,3.1755,58.0708,1914.424068,1998.497741,2021.311561,1988.995954,2000.952792,1882.977052
27018200,446751.4773,4975741.181,-93.67482673,44.93310899,1,1,11.2776,143.342684,7.838727273,0.788846154,449.0903955,0.370138889,54.94,0.4952311,2.1812,107.1762,1958.50636,2054.043803,2085.640627,2047.944708,2065.728173,1945.355613
27018600,441467.0802,4971497.597,-93.7413001,44.89449585,U,1,1.5,93.23164417,8.385416667,0.47754386,353.9,0.1905,99.17777778,3.2951494,3.8019,33.2341,2008.840799,2141.54819,2172.662346,2138.648,2141.890104,2026.484182
27018800,442915.8451,4987214.079,-93.72473262,45.03608164,U,0,1.761,235.0881187,8.23,0.478076923,357.6363636,0.25995,115.425,3.0967844,1.6236,31.3396,1887.876597,2054.939626,2078.573923,2044.512574,2055.532616,1936.729985
27019101,445668.572,4990708.434,-93.69016518,45.06775142,U,1,17.4,352.7175963,7.6484375,1.542739044,427.2375867,0.282181915,59.90214286,1.8306529,4.1808,34.6677,1848.416634,1975.09029,2001.631512,1968.160117,1981.497891,1860.050759
27019102,447556.8013,4989703.924,-93.66607589,45.05885204,U,1,17.4,204.5183723,7.451666667,1.297797101,422.3709677,0.359661538,44.675,1.6206607,4.1808,34.6677,1848.416634,1975.09029,2001.631512,1968.160117,1981.497891,1860.050759
27019200,441575.5256,4990431.648,-93.74212217,45.06493403,1,1,8.8392,263.2767548,7.86295082,1.729205602,333.8449438,0.129330526,37.99,1.0744331,2.0106,31.6293,1874.698924,2002.003704,2030.82498,1998.480469,2010.34959,1891.366817
27068300,480274.036,4971094.337,-93.24981637,44.89299835,U,0,13.716,13.55377872,7.417,1.4024,497.3333333,0.236428571,21.82857143,4.38055555,1.5595,179.2115,1990.651652,2078.276116,2110.855254,2081.394621,2108.029351,1974.468599
27071100,469335.8538,4979676.276,-93.38885959,44.96986448,U,0,1.7,42.93071437,8.473333333,1.306716418,416,0.045,12.608024,1.83088615,12.7408,114.6391,1894.941427,2031.589153,2066.374003,2024.557401,2034.463215,1906.460011
27073400,466418.1019,4979524.679,-93.42584925,44.96836787,U,0,1.1,39.1529,8.565,1.041111111,1090.5,0.03775,7.564,1.82039215,7.6378,118.9512,1861.883079,1993.369443,2034.939236,1983.370846,2004.48003,1872.318801
